no,year,journal,title,doi,pmid,pmcid,isOpenAccess,doi_url
20,2026,ASAIO journal (American Society for Artificial Internal Organs : 1992),Machine Learning Prediction of Pediatric In-Hospital Survival Before Extracorporeal Membrane Oxygenation Cannulation.,10.1097/mat.0000000000002785,42391040,,N,https://doi.org/10.1097/mat.0000000000002785
21,2025,"Sensors (Basel, Switzerland)",Simultaneous Speech and Eating Behavior Recognition Using Data Augmentation and Two-Stage Fine-Tuning.,10.3390/s25051544,40096388,PMC11902618,Y,https://doi.org/10.3390/s25051544
22,2025,Scientific reports,Integrating transfer learning with scalogram analysis for blood pressure estimation from PPG signals.,10.1038/s41598-025-23350-y,41224941,PMC12612122,Y,https://doi.org/10.1038/s41598-025-23350-y
23,2025,Scientific reports,Enhanced residual attention-based subject-specific network (ErAS-Net): facial expression-based pain classification with multiple attention mechanisms.,10.1038/s41598-025-04552-w,40461564,PMC12134349,Y,https://doi.org/10.1038/s41598-025-04552-w
24,2025,Scientific reports,Development and validation of a transformer model-based early warning score for real-time prediction of adverse outcomes in the emergency department.,10.1038/s41598-025-07511-7,40593229,PMC12217874,Y,https://doi.org/10.1038/s41598-025-07511-7
25,2025,PloS one,Automated classification of clinical diagnoses in electronic health records using transformer.,10.1371/journal.pone.0329963,40934268,PMC12425203,Y,https://doi.org/10.1371/journal.pone.0329963
26,2025,Journal of the American Medical Informatics Association : JAMIA,Continual learning across population cohorts with distribution shift: insights from multi-cohort metabolic syndrome identification.,10.1093/jamia/ocaf070,40498469,PMC12277696,Y,https://doi.org/10.1093/jamia/ocaf070
27,2025,IEEE transactions on pattern analysis and machine intelligence,360SFUDA++: Towards Source-Free UDA for Panoramic Segmentation by Learning Reliable Category Prototypes.,10.1109/tpami.2024.3490619,39495698,,N,https://doi.org/10.1109/tpami.2024.3490619
28,2025,"Diagnostics (Basel, Switzerland)",Cross-Cancer Transfer Learning for Gastric Cancer Risk Prediction from Electronic Health Records.,10.3390/diagnostics15243175,41464174,PMC12731710,Y,https://doi.org/10.3390/diagnostics15243175
29,2025,"Biomimetics (Basel, Switzerland)",Ensemble Deep Learning for Real-Bogus Classification with Sky Survey Images.,10.3390/biomimetics10110781,41294453,PMC12649885,Y,https://doi.org/10.3390/biomimetics10110781
30,2025,Bio-design and manufacturing,Machine learning-assisted stiffness prediction in high-cell-density bioprinting.,10.1631/bdm.2400454,41769200,PMC12948305,Y,https://doi.org/10.1631/bdm.2400454
31,2025,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,Transformer vs. Manual Feature Engineering of Arterial Waveforms for Forecasting Hemodynamic Responses to Combined G-Force and Hemorrhage.,10.1109/embc58623.2025.11254404,41336759,,N,https://doi.org/10.1109/embc58623.2025.11254404
