no,year,journal,title,doi,pmid,pmcid,isOpenAccess,doi_url
16,2026,Scientific reports,Elevated glucose-to-platelet ratio predicts short- term and long-term mortality in critically ill patients with acute ischemic stroke.,10.1038/s41598-026-61533-3,42426117,,N,https://doi.org/10.1038/s41598-026-61533-3
17,2026,Scientific reports,Development and external validation of a predictive model for in-hospital mortality in patients with liver cirrhosis and sepsis.,10.1038/s41598-026-43991-x,41927621,PMC13194707,Y,https://doi.org/10.1038/s41598-026-43991-x
18,2026,Scientific reports,Development and external validation of a predictive model for in-hospital mortality in patients with liver cirrhosis and sepsis.,10.1038/s41598-026-43991-x,41927621,PMC13194707,Y,https://doi.org/10.1038/s41598-026-43991-x
19,2026,Scientific reports,Development and external validation of a predictive model for in-hospital mortality in patients with liver cirrhosis and sepsis.,10.1038/s41598-026-43991-x,41927621,PMC13194707,Y,https://doi.org/10.1038/s41598-026-43991-x
20,2026,Scientific reports,Association of early anion gap with 28-day mortality: a landmark cohort study in MIMIC-IV with multicenter validation in eICU-CRD.,10.1038/s41598-026-61991-9,42443281,,N,https://doi.org/10.1038/s41598-026-61991-9
21,2026,Scientific reports,Association of early anion gap with 28-day mortality: a landmark cohort study in MIMIC-IV with multicenter validation in eICU-CRD.,10.1038/s41598-026-61991-9,42443281,,N,https://doi.org/10.1038/s41598-026-61991-9
22,2026,Respiratory research,Interpretable machine learning for predicting in-hospital mortality in COPD ICU patients: a rigorous validation across time and geography.,10.1186/s12931-026-03702-6,42121158,,N,https://doi.org/10.1186/s12931-026-03702-6
23,2026,Respiratory research,Interpretable machine learning for predicting in-hospital mortality in COPD ICU patients: a rigorous validation across time and geography.,10.1186/s12931-026-03702-6,42121158,,N,https://doi.org/10.1186/s12931-026-03702-6
24,2026,Renal failure,"Risk stratification for in-hospital mortality in sepsis-associated acute kidney injury patients receiving continuous renal replacement therapy: an interpretable, externally validated machine learning study.",10.1080/0886022x.2026.2677246,42309977,PMC13276809,Y,https://doi.org/10.1080/0886022x.2026.2677246
25,2026,Renal failure,"Risk stratification for in-hospital mortality in sepsis-associated acute kidney injury patients receiving continuous renal replacement therapy: an interpretable, externally validated machine learning study.",10.1080/0886022x.2026.2677246,42309977,PMC13276809,Y,https://doi.org/10.1080/0886022x.2026.2677246
26,2026,Renal failure,"Risk stratification for in-hospital mortality in sepsis-associated acute kidney injury patients receiving continuous renal replacement therapy: an interpretable, externally validated machine learning study.",10.1080/0886022x.2026.2677246,42309977,PMC13276809,Y,https://doi.org/10.1080/0886022x.2026.2677246
27,2026,Renal failure,MedFusion-gP-AKI: development and multicenter validation of a machine learning fusion model for early prediction of KDIGO stage 3 acute kidney injury in critically ill traumatic cervicothoracic spinal cord injury patients.,10.1080/0886022x.2026.2640690,41803650,PMC12978183,Y,https://doi.org/10.1080/0886022x.2026.2640690
28,2026,Renal failure,MedFusion-gP-AKI: development and multicenter validation of a machine learning fusion model for early prediction of KDIGO stage 3 acute kidney injury in critically ill traumatic cervicothoracic spinal cord injury patients.,10.1080/0886022x.2026.2640690,41803650,PMC12978183,Y,https://doi.org/10.1080/0886022x.2026.2640690
29,2026,Renal failure,Elevated atherogenic index of plasma is associated with severe acute kidney injury in critically ill patients with cardiovascular disease - a MIMIC-IV analysis with external validation in the eICU-CRD database.,10.1080/0886022x.2026.2685354,42312375,PMC13288547,Y,https://doi.org/10.1080/0886022x.2026.2685354
30,2026,Renal failure,Elevated atherogenic index of plasma is associated with severe acute kidney injury in critically ill patients with cardiovascular disease - a MIMIC-IV analysis with external validation in the eICU-CRD database.,10.1080/0886022x.2026.2685354,42312375,PMC13288547,Y,https://doi.org/10.1080/0886022x.2026.2685354
31,2026,Renal failure,Elevated atherogenic index of plasma is associated with severe acute kidney injury in critically ill patients with cardiovascular disease - a MIMIC-IV analysis with external validation in the eICU-CRD database.,10.1080/0886022x.2026.2685354,42312375,PMC13288547,Y,https://doi.org/10.1080/0886022x.2026.2685354
32,2026,PloS one,A blood gas parameter-based assessment model for predicting poor prognosis in sepsis: A retrospective analysis of the MIMIC-IV and eICU-CRD.,10.1371/journal.pone.0346532,42424360,,N,https://doi.org/10.1371/journal.pone.0346532
33,2026,PloS one,A blood gas parameter-based assessment model for predicting poor prognosis in sepsis: A retrospective analysis of the MIMIC-IV and eICU-CRD.,10.1371/journal.pone.0346532,42424360,,N,https://doi.org/10.1371/journal.pone.0346532
34,2026,PloS one,A blood gas parameter-based assessment model for predicting poor prognosis in sepsis: A retrospective analysis of the MIMIC-IV and eICU-CRD.,10.1371/journal.pone.0346532,42424360,,N,https://doi.org/10.1371/journal.pone.0346532
35,2026,Neurocritical care,The Unsteady Return of Bedside Motor Command-Following After Acute Brain Injury.,10.1007/s12028-026-02624-x,42527816,,N,https://doi.org/10.1007/s12028-026-02624-x
36,2026,Neurocritical care,The Unsteady Return of Bedside Motor Command-Following After Acute Brain Injury.,10.1007/s12028-026-02624-x,42527816,,N,https://doi.org/10.1007/s12028-026-02624-x
37,2026,Nan fang yi ke da xue xue bao = Journal of Southern Medical University,[Elevation of red blood cell distribution width to hematocrit ratio is associated with increased 28-day all-cause mortality in septic patients].,10.12122/j.issn.1673-4254.2026.06.06,42343835,PMC13294752,N,https://doi.org/10.12122/j.issn.1673-4254.2026.06.06
38,2026,Nan fang yi ke da xue xue bao = Journal of Southern Medical University,[Elevation of red blood cell distribution width to hematocrit ratio is associated with increased 28-day all-cause mortality in septic patients].,10.12122/j.issn.1673-4254.2026.06.06,42343835,PMC13294752,N,https://doi.org/10.12122/j.issn.1673-4254.2026.06.06
39,2026,Nan fang yi ke da xue xue bao = Journal of Southern Medical University,[Development and validation of an interpretable machine learning model for predicting reguirement of early invasive mechanical ventilation in patients with acute pancreatitis].,10.12122/j.issn.1673-4254.2026.06.14,42343843,PMC13294751,N,https://doi.org/10.12122/j.issn.1673-4254.2026.06.14
40,2026,Nan fang yi ke da xue xue bao = Journal of Southern Medical University,[Development and validation of an interpretable machine learning model for predicting reguirement of early invasive mechanical ventilation in patients with acute pancreatitis].,10.12122/j.issn.1673-4254.2026.06.14,42343843,PMC13294751,N,https://doi.org/10.12122/j.issn.1673-4254.2026.06.14
41,2026,Nan fang yi ke da xue xue bao = Journal of Southern Medical University,[Development and validation of an interpretable machine learning model for predicting reguirement of early invasive mechanical ventilation in patients with acute pancreatitis].,10.12122/j.issn.1673-4254.2026.06.14,42343843,PMC13294751,N,https://doi.org/10.12122/j.issn.1673-4254.2026.06.14
42,2026,NPJ digital medicine,Machine learning predicts sepsis deterioration trajectories.,10.1038/s41746-026-02565-x,41888397,PMC13187286,Y,https://doi.org/10.1038/s41746-026-02565-x
43,2026,NPJ digital medicine,Machine learning predicts sepsis deterioration trajectories.,10.1038/s41746-026-02565-x,41888397,PMC13187286,Y,https://doi.org/10.1038/s41746-026-02565-x
44,2026,Metabolism open,Early ICU glycemic trajectory phenotypes predict short- and long-term mortality in critically ill patients: a dual-database cohort study.,10.1016/j.metop.2026.100478,42253409,PMC13241668,Y,https://doi.org/10.1016/j.metop.2026.100478
45,2026,Metabolism open,Early ICU glycemic trajectory phenotypes predict short- and long-term mortality in critically ill patients: a dual-database cohort study.,10.1016/j.metop.2026.100478,42253409,PMC13241668,Y,https://doi.org/10.1016/j.metop.2026.100478
46,2026,Metabolism open,Early ICU glycemic trajectory phenotypes predict short- and long-term mortality in critically ill patients: a dual-database cohort study.,10.1016/j.metop.2026.100478,42253409,PMC13241668,Y,https://doi.org/10.1016/j.metop.2026.100478
47,2026,Medicine,Association of early mean arterial pressure trajectory subtypes with mortality in critically ill patients with ischemic stroke: A multicenter retrospective cohort study.,10.1097/md.0000000000048999,42216332,PMC13225546,Y,https://doi.org/10.1097/md.0000000000048999
48,2026,Medicine,Association of early mean arterial pressure trajectory subtypes with mortality in critically ill patients with ischemic stroke: A multicenter retrospective cohort study.,10.1097/md.0000000000048999,42216332,PMC13225546,Y,https://doi.org/10.1097/md.0000000000048999
49,2026,Kidney360,Predicting KRT or Death in Critically Ill Patients with Rhabdomyolysis Using Machine Learning: A Multicenter Study.,10.34067/kid.0000001292,42490152,,N,https://doi.org/10.34067/kid.0000001292
50,2026,Kidney360,Predicting KRT or Death in Critically Ill Patients with Rhabdomyolysis Using Machine Learning: A Multicenter Study.,10.34067/kid.0000001292,42490152,,N,https://doi.org/10.34067/kid.0000001292
51,2026,Kidney360,Predicting KRT or Death in Critically Ill Patients with Rhabdomyolysis Using Machine Learning: A Multicenter Study.,10.34067/kid.0000001292,42490152,,N,https://doi.org/10.34067/kid.0000001292
52,2026,Journal of thoracic disease,A nomogram for in-hospital mortality in the intensive care unit: development and validation with a type B aortic dissection cohort.,10.21037/jtd-2026-1-0362,42182743,PMC13190107,Y,https://doi.org/10.21037/jtd-2026-1-0362
53,2026,Journal of thoracic disease,A nomogram for in-hospital mortality in the intensive care unit: development and validation with a type B aortic dissection cohort.,10.21037/jtd-2026-1-0362,42182743,PMC13190107,Y,https://doi.org/10.21037/jtd-2026-1-0362
54,2026,Journal of intensive care medicine,"Association of the Cholesterol, High-Density Lipoprotein, and Glucose Index with Mortality in Sepsis Patients: Two Cohort Studies Analysis.",10.1177/08850666261469137,42444124,,N,https://doi.org/10.1177/08850666261469137
55,2026,Journal of intensive care medicine,"Association of the Cholesterol, High-Density Lipoprotein, and Glucose Index with Mortality in Sepsis Patients: Two Cohort Studies Analysis.",10.1177/08850666261469137,42444124,,N,https://doi.org/10.1177/08850666261469137
56,2026,Journal of intensive care medicine,"Association of the Cholesterol, High-Density Lipoprotein, and Glucose Index with Mortality in Sepsis Patients: Two Cohort Studies Analysis.",10.1177/08850666261469137,42444124,,N,https://doi.org/10.1177/08850666261469137
57,2026,Journal of clinical medicine,Development and External Validation of an Interpretable Machine Learning Framework for Predicting Pneumothorax-Associated Acute Kidney Injury: A Multicenter Retrospective Study.,10.3390/jcm15145599,42513513,,N,https://doi.org/10.3390/jcm15145599
58,2026,Journal of clinical medicine,Development and External Validation of an Interpretable Machine Learning Framework for Predicting Pneumothorax-Associated Acute Kidney Injury: A Multicenter Retrospective Study.,10.3390/jcm15145599,42513513,,N,https://doi.org/10.3390/jcm15145599
59,2026,Journal of clinical medicine,Development and External Validation of an Interpretable Machine Learning Framework for Predicting Pneumothorax-Associated Acute Kidney Injury: A Multicenter Retrospective Study.,10.3390/jcm15145599,42513513,,N,https://doi.org/10.3390/jcm15145599
60,2026,JMIR medical informatics,Early Prediction of Delirium in Postcardiac Surgery Patients: Machine Learning Model Development and External Validation.,10.2196/73283,41672478,PMC12936663,Y,https://doi.org/10.2196/73283
61,2026,JMIR medical informatics,Early Prediction of Delirium in Postcardiac Surgery Patients: Machine Learning Model Development and External Validation.,10.2196/73283,41672478,PMC12936663,Y,https://doi.org/10.2196/73283
62,2026,JAMIA open,A tabular prior-data fitted network-based prediction model integrating ferritin and total iron-binding capacity for 30-day all-cause mortality in critically ill cancer patients.,10.1093/jamiaopen/ooag148,42540209,,N,https://doi.org/10.1093/jamiaopen/ooag148
63,2026,JAMIA open,A tabular prior-data fitted network-based prediction model integrating ferritin and total iron-binding capacity for 30-day all-cause mortality in critically ill cancer patients.,10.1093/jamiaopen/ooag148,42540209,,N,https://doi.org/10.1093/jamiaopen/ooag148
64,2026,JAMIA open,A tabular prior-data fitted network-based prediction model integrating ferritin and total iron-binding capacity for 30-day all-cause mortality in critically ill cancer patients.,10.1093/jamiaopen/ooag148,42540209,,N,https://doi.org/10.1093/jamiaopen/ooag148
65,2026,International journal of medical sciences,Predicting ICU mortality in patients with abdominal aortic aneurysm: a nomogram based on MIMIC-IV and eICU-CRD.,10.7150/ijms.116265,41399368,PMC12702021,Y,https://doi.org/10.7150/ijms.116265
66,2026,International journal of medical sciences,Predicting ICU mortality in patients with abdominal aortic aneurysm: a nomogram based on MIMIC-IV and eICU-CRD.,10.7150/ijms.116265,41399368,PMC12702021,Y,https://doi.org/10.7150/ijms.116265
67,2026,International journal of medical informatics,Preoperative frailty for predicting in-hospital mortality in patients after cardiac surgery: an interpretable Machine learning model based on a retrospective multicenter cohort study.,10.1016/j.ijmedinf.2026.106437,42008965,,N,https://doi.org/10.1016/j.ijmedinf.2026.106437
68,2026,International journal of medical informatics,Preoperative frailty for predicting in-hospital mortality in patients after cardiac surgery: an interpretable Machine learning model based on a retrospective multicenter cohort study.,10.1016/j.ijmedinf.2026.106437,42008965,,N,https://doi.org/10.1016/j.ijmedinf.2026.106437
69,2026,International journal of medical informatics,BlockFedMed: A blockchain-federated learning framework for privacy-preserving mortality prediction across heterogeneous intensive care units.,10.1016/j.ijmedinf.2026.106574,42391667,,N,https://doi.org/10.1016/j.ijmedinf.2026.106574
70,2026,International journal of medical informatics,BlockFedMed: A blockchain-federated learning framework for privacy-preserving mortality prediction across heterogeneous intensive care units.,10.1016/j.ijmedinf.2026.106574,42391667,,N,https://doi.org/10.1016/j.ijmedinf.2026.106574
71,2026,International journal of medical informatics,BlockFedMed: A blockchain-federated learning framework for privacy-preserving mortality prediction across heterogeneous intensive care units.,10.1016/j.ijmedinf.2026.106574,42391667,,N,https://doi.org/10.1016/j.ijmedinf.2026.106574
72,2026,IEEE journal of biomedical and health informatics,Optimizing the Dynamic Administration Regimen of Prophylactic Enoxaparin in Critically Ill Patients Using Reinforcement Learning.,10.1109/jbhi.2025.3607685,40928908,,N,https://doi.org/10.1109/jbhi.2025.3607685
73,2026,IEEE journal of biomedical and health informatics,Optimizing the Dynamic Administration Regimen of Prophylactic Enoxaparin in Critically Ill Patients Using Reinforcement Learning.,10.1109/jbhi.2025.3607685,40928908,,N,https://doi.org/10.1109/jbhi.2025.3607685
74,2026,Frontiers in pharmacology,Severity-stratified vasopressor-escalation strategies in septic shock: a cross-fitted doubly robust analysis with external replication.,10.3389/fphar.2026.1876555,42565049,,N,https://doi.org/10.3389/fphar.2026.1876555
75,2026,Frontiers in pharmacology,Severity-stratified vasopressor-escalation strategies in septic shock: a cross-fitted doubly robust analysis with external replication.,10.3389/fphar.2026.1876555,42565049,,N,https://doi.org/10.3389/fphar.2026.1876555
76,2026,Frontiers in pharmacology,Severity-stratified vasopressor-escalation strategies in septic shock: a cross-fitted doubly robust analysis with external replication.,10.3389/fphar.2026.1876555,42565049,,N,https://doi.org/10.3389/fphar.2026.1876555
77,2026,Frontiers in nutrition,A machine learning-based prediction model for delirium risk in malnourished elderly ICU patients with SHAP interpretability.,10.3389/fnut.2026.1781117,42549074,,N,https://doi.org/10.3389/fnut.2026.1781117
78,2026,Frontiers in nutrition,A machine learning-based prediction model for delirium risk in malnourished elderly ICU patients with SHAP interpretability.,10.3389/fnut.2026.1781117,42549074,,N,https://doi.org/10.3389/fnut.2026.1781117
79,2026,Frontiers in nutrition,A machine learning-based prediction model for delirium risk in malnourished elderly ICU patients with SHAP interpretability.,10.3389/fnut.2026.1781117,42549074,,N,https://doi.org/10.3389/fnut.2026.1781117
80,2026,Frontiers in neurology,Assessment of cerebral hemodynamics in patients with acute brain injury: a group-based multivariate trajectory approach.,10.3389/fneur.2026.1783194,42422201,,N,https://doi.org/10.3389/fneur.2026.1783194
81,2026,Frontiers in neurology,Assessment of cerebral hemodynamics in patients with acute brain injury: a group-based multivariate trajectory approach.,10.3389/fneur.2026.1783194,42422201,,N,https://doi.org/10.3389/fneur.2026.1783194
82,2026,Frontiers in medicine,Interpretable machine learning to predict NOAF in ICU patients with CKD: validation in US and Chinese cohorts.,10.3389/fmed.2026.1816221,42210929,PMC13212290,Y,https://doi.org/10.3389/fmed.2026.1816221
83,2026,Frontiers in medicine,Interpretable machine learning to predict NOAF in ICU patients with CKD: validation in US and Chinese cohorts.,10.3389/fmed.2026.1816221,42210929,PMC13212290,Y,https://doi.org/10.3389/fmed.2026.1816221
84,2026,Frontiers in medicine,Inflammatory phenotypes in acute respiratory distress syndrome: external validation and model simplification in multicenter cohorts.,10.3389/fmed.2026.1877882,42422837,,N,https://doi.org/10.3389/fmed.2026.1877882
85,2026,Frontiers in medicine,Inflammatory phenotypes in acute respiratory distress syndrome: external validation and model simplification in multicenter cohorts.,10.3389/fmed.2026.1877882,42422837,,N,https://doi.org/10.3389/fmed.2026.1877882
86,2026,Frontiers in medicine,Inflammatory phenotypes in acute respiratory distress syndrome: external validation and model simplification in multicenter cohorts.,10.3389/fmed.2026.1877882,42422837,,N,https://doi.org/10.3389/fmed.2026.1877882
87,2026,Frontiers in medicine,Dynamic prognostic prediction in sepsis using longitudinal blood gas trajectories: development and external validation.,10.3389/fmed.2026.1852841,42369138,,N,https://doi.org/10.3389/fmed.2026.1852841
88,2026,Frontiers in medicine,Dynamic prognostic prediction in sepsis using longitudinal blood gas trajectories: development and external validation.,10.3389/fmed.2026.1852841,42369138,,N,https://doi.org/10.3389/fmed.2026.1852841
89,2026,Frontiers in medicine,Dynamic prognostic prediction in sepsis using longitudinal blood gas trajectories: development and external validation.,10.3389/fmed.2026.1852841,42369138,,N,https://doi.org/10.3389/fmed.2026.1852841
90,2026,Frontiers in medicine,Development and validation of a prognostic model for acute respiratory distress syndrome in critically Ill patients with intra-abdominal sepsis: a multicenter cohort study.,10.3389/fmed.2026.1775636,41907259,PMC13017791,Y,https://doi.org/10.3389/fmed.2026.1775636
91,2026,Frontiers in medicine,Development and validation of a prognostic model for acute respiratory distress syndrome in critically Ill patients with intra-abdominal sepsis: a multicenter cohort study.,10.3389/fmed.2026.1775636,41907259,PMC13017791,Y,https://doi.org/10.3389/fmed.2026.1775636
92,2026,Frontiers in medicine,Development and validation of a prediction model for in-hospital mortality in intensive care unit patients with cirrhosis and sepsis: a multicentre retrospective cohort study.,10.3389/fmed.2026.1759988,41737385,PMC12926366,Y,https://doi.org/10.3389/fmed.2026.1759988
93,2026,Frontiers in medicine,Development and validation of a prediction model for in-hospital mortality in intensive care unit patients with cirrhosis and sepsis: a multicentre retrospective cohort study.,10.3389/fmed.2026.1759988,41737385,PMC12926366,Y,https://doi.org/10.3389/fmed.2026.1759988
94,2026,Frontiers in digital health,Association between clinical characteristics within 6 h of ICU admission and 30-day mortality risk in immunocompromised sepsis patients: development and validation of a machine learning model based on the MIMIC-IV database.,10.3389/fdgth.2026.1881138,42516412,,N,https://doi.org/10.3389/fdgth.2026.1881138
95,2026,Frontiers in digital health,Association between clinical characteristics within 6 h of ICU admission and 30-day mortality risk in immunocompromised sepsis patients: development and validation of a machine learning model based on the MIMIC-IV database.,10.3389/fdgth.2026.1881138,42516412,,N,https://doi.org/10.3389/fdgth.2026.1881138
96,2026,Frontiers in cardiovascular medicine,Development and validation of the C-reactive protein-triglyceride-glucose index for predicting short- and long-term mortality in critically ill patients with coronary artery disease: a multicenter cohort study.,10.3389/fcvm.2026.1763569,42222119,PMC13216771,Y,https://doi.org/10.3389/fcvm.2026.1763569
97,2026,Frontiers in cardiovascular medicine,Development and validation of the C-reactive protein-triglyceride-glucose index for predicting short- and long-term mortality in critically ill patients with coronary artery disease: a multicenter cohort study.,10.3389/fcvm.2026.1763569,42222119,PMC13216771,Y,https://doi.org/10.3389/fcvm.2026.1763569
98,2026,Emergency medicine international,Prognostic Value of the Total Bilirubin-to-Albumin Ratio in Critically Ill Patients with Gastrointestinal Bleeding: A Multicentre Cohort Study.,10.1155/emmi/1396680,42502493,,N,https://doi.org/10.1155/emmi/1396680
99,2026,Emergency medicine international,Prognostic Value of the Total Bilirubin-to-Albumin Ratio in Critically Ill Patients with Gastrointestinal Bleeding: A Multicentre Cohort Study.,10.1155/emmi/1396680,42502493,,N,https://doi.org/10.1155/emmi/1396680
100,2026,Digital health,Interpretable machine learning prediction models for 28-day mortality in critically ill patients with atrial fibrillation and acute kidney injury.,10.1177/20552076261433081,41800157,PMC12966575,Y,https://doi.org/10.1177/20552076261433081
101,2026,Digital health,Interpretable machine learning prediction models for 28-day mortality in critically ill patients with atrial fibrillation and acute kidney injury.,10.1177/20552076261433081,41800157,PMC12966575,Y,https://doi.org/10.1177/20552076261433081
102,2026,Digital health,Interpretable machine learning prediction models for 28-day mortality in critically ill patients with atrial fibrillation and acute kidney injury.,10.1177/20552076261433081,41800157,PMC12966575,Y,https://doi.org/10.1177/20552076261433081
103,2026,Digital health,Interpretable early mortality prediction in oncology ICU patients: A dual-cohort validation of a LASSO-XGBoost-SHAP framework.,10.1177/20552076261466804,42421987,,N,https://doi.org/10.1177/20552076261466804
104,2026,Digital health,Interpretable early mortality prediction in oncology ICU patients: A dual-cohort validation of a LASSO-XGBoost-SHAP framework.,10.1177/20552076261466804,42421987,,N,https://doi.org/10.1177/20552076261466804
105,2026,Computer methods and programs in biomedicine,Interpretable Machine Learning Model Using Oxygenation and Respiratory Variability to Predict Hemorrhagic Stroke Mortality: A Multicenter Validation Study.,10.1016/j.cmpb.2026.109572,42546495,,N,https://doi.org/10.1016/j.cmpb.2026.109572
106,2026,Computer methods and programs in biomedicine,Interpretable Machine Learning Model Using Oxygenation and Respiratory Variability to Predict Hemorrhagic Stroke Mortality: A Multicenter Validation Study.,10.1016/j.cmpb.2026.109572,42546495,,N,https://doi.org/10.1016/j.cmpb.2026.109572
107,2026,CNS neuroscience & therapeutics,Development and Validation of an Interpretable Machine Learning-Based Clinical Prediction Model for Short-Term Mortality in Intracerebral Hemorrhage With Thrombocytopenia: A Multicenter Study.,10.1002/cns.71067,42530089,,N,https://doi.org/10.1002/cns.71067
108,2026,CNS neuroscience & therapeutics,Development and Validation of an Interpretable Machine Learning-Based Clinical Prediction Model for Short-Term Mortality in Intracerebral Hemorrhage With Thrombocytopenia: A Multicenter Study.,10.1002/cns.71067,42530089,,N,https://doi.org/10.1002/cns.71067
109,2026,BMC neurology,Temporal changes in hemoglobin-to-red blood cell distribution width ratio and its association with in-hospital all-cause mortality in patients with intracerebral hemorrhage: a retrospective analysis across MIMIC-IV and eICU databases.,10.1186/s12883-026-05010-4,42178542,,N,https://doi.org/10.1186/s12883-026-05010-4
110,2026,BMC neurology,Temporal changes in hemoglobin-to-red blood cell distribution width ratio and its association with in-hospital all-cause mortality in patients with intracerebral hemorrhage: a retrospective analysis across MIMIC-IV and eICU databases.,10.1186/s12883-026-05010-4,42178542,,N,https://doi.org/10.1186/s12883-026-05010-4
111,2026,BMC medical informatics and decision making,"Risk prediction of sepsis-associated acute kidney injury: development, validation of a machine learning model with multicenter data.",10.1186/s12911-026-03620-z,42381058,,N,https://doi.org/10.1186/s12911-026-03620-z
112,2026,BMC medical informatics and decision making,"Risk prediction of sepsis-associated acute kidney injury: development, validation of a machine learning model with multicenter data.",10.1186/s12911-026-03620-z,42381058,,N,https://doi.org/10.1186/s12911-026-03620-z
113,2026,BMC medical informatics and decision making,"Risk prediction of sepsis-associated acute kidney injury: development, validation of a machine learning model with multicenter data.",10.1186/s12911-026-03620-z,42381058,,N,https://doi.org/10.1186/s12911-026-03620-z
114,2026,BMC medical informatics and decision making,Interpretable machine learning for early prediction of sepsis-induced coagulopathy: a multicenter retrospective development and validation study.,10.1186/s12911-026-03471-8,41981615,PMC13188809,Y,https://doi.org/10.1186/s12911-026-03471-8
115,2026,BMC medical informatics and decision making,Interpretable machine learning for early prediction of sepsis-induced coagulopathy: a multicenter retrospective development and validation study.,10.1186/s12911-026-03471-8,41981615,PMC13188809,Y,https://doi.org/10.1186/s12911-026-03471-8
116,2026,BMC medical informatics and decision making,Development and external validation of an interpretable machine learning model for predicting prolonged postoperative ICU length of stay in coronary artery bypass grafting patients using MIMIC-IV 3.1 and eICU-CRD 2.0.,10.1186/s12911-026-03659-y,42365267,,N,https://doi.org/10.1186/s12911-026-03659-y
117,2026,BMC medical informatics and decision making,Development and external validation of an interpretable machine learning model for predicting prolonged postoperative ICU length of stay in coronary artery bypass grafting patients using MIMIC-IV 3.1 and eICU-CRD 2.0.,10.1186/s12911-026-03659-y,42365267,,N,https://doi.org/10.1186/s12911-026-03659-y
118,2026,BMC medical informatics and decision making,Development and external validation of an interpretable machine learning model for predicting prolonged postoperative ICU length of stay in coronary artery bypass grafting patients using MIMIC-IV 3.1 and eICU-CRD 2.0.,10.1186/s12911-026-03659-y,42365267,,N,https://doi.org/10.1186/s12911-026-03659-y
119,2026,BMC medical informatics and decision making,A multicenter machine learning model for predicting ICU mortality in mechanically ventilated patients: development and external validation.,10.1186/s12911-026-03590-2,42414966,,N,https://doi.org/10.1186/s12911-026-03590-2
120,2026,BMC medical informatics and decision making,A multicenter machine learning model for predicting ICU mortality in mechanically ventilated patients: development and external validation.,10.1186/s12911-026-03590-2,42414966,,N,https://doi.org/10.1186/s12911-026-03590-2
